id,plume_id,mask_pixels,swir_nd_true_contrast,swir_nd_shifted_contrast,b11_true_contrast,b11_shifted_contrast,b12_true_contrast,b12_shifted_contrast,visible_true_contrast,visible_shifted_contrast
76838,GAO20240611t191919p0000-A,1597,-0.9334677027659275,0.10163332338401225,0.010741653860711891,-0.19326216966448542,0.5016026176003253,-0.17799420368106916,0.904765033340324,-0.15325245932207404
141351,emi20230818t131928p09016-C,15756,0.4344993758496039,0.2881160450430988,-0.02279112781646423,0.040528576023469084,-0.3163850230637581,-0.13485957779778976,0.09945035351636741,-0.054835438876137725
91283,ang20171016t211444-A,2163,0.1271874003348313,0.39529535395408855,0.36536107802293033,-0.4992952886304848,0.22394657512199623,-0.493421335468622,-0.45035033168993166,-0.6694825934953439
230271,tan20250420t183025c00s4001-D,11768,-0.4194207685646029,1.164344063402622,0.17412181949803043,-1.0295724544474896,0.3086504880560281,-1.1071559734522916,0.4915126717146438,-1.0531487479926074
212995,tan20241202t032459c00s4001-K,16809,0.2922138363973594,-0.3585735503466555,-0.09256245718813187,-0.5586738240128882,-0.18540035375873462,-0.382904692399714,-0.23909318042648514,0.14412942903527395
71255,GAO20240514t153110p0000-H,1197,1.5433882950190307,0.46942734095193345,1.097895565462233,0.01954121898881846,1.000931054479093,-0.013664268698405611,1.3236040201567025,-0.16664483929717108
74871,GAO20240514t182155p0000-G,5755,0.4403542038477411,0.2243518000515008,-0.22135511003534702,0.38684018123805736,-0.30318284880344143,0.38874120804497553,-0.24458694983491466,0.3317576029337014
78619,GAO20240611t202024p0000-F,8968,-0.706487098982691,-0.2117209248847134,0.25238691109034284,0.7054179004685082,0.689261918584825,0.557431624641971,0.5734789043520401,0.4675384718680199
118837,av320250803t162318-B,1117,0.37226634886173054,-0.5033921839916823,0.6105121433262982,-0.250600146184418,0.20705197458359442,-0.15660772103448992,0.066420104126815,-0.2902326812485278
72382,GAO20240514t161405p0000-CH,1033,1.107525660364518,-0.06715133302399205,0.26487788355885333,-0.228023226444029,0.17093806580340787,-0.20044225405588117,0.28861454112941476,-0.37572191006814853
